file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms_energy,label
not_cough_200.wav,-300.84473,122.45686,-120.717445,-18.71808,-17.704426,-23.572233,5.6592607,-0.5227773,-17.559574,-8.93127,-13.161065,-16.16914,2.720104,-1.3079418,-2.0111325,-7.8849716,-18.52449,-14.301657,-15.910031,-13.595504,0.05657087053571429,1797.0934109481047,1530.3979104785403,2672.354403409091,0.1798618,non cough
not_cough_62.wav,-322.20627,147.24765,-71.67342,-6.73743,8.536293,-13.328548,-29.00494,-15.209696,-13.920255,-18.440863,-22.006344,-17.96977,-9.562413,-10.366039,-6.219818,-6.9333572,-13.487135,-13.096484,-10.195088,-13.159325,0.035795215008431705,1549.6774292945709,1802.8691413514866,2754.2891349599495,0.09158861,non cough
not_cough_277.wav,-277.5205,149.40903,21.533455,37.705093,2.1897652,17.310787,-1.9488248,13.021815,-3.9283438,10.07344,2.1552706,2.075056,2.7809665,6.823864,2.6840045,-0.23033999,3.549187,0.31115717,0.8663144,-0.089004554,0.02019179870035047,1817.7587807847149,3333.6588648526235,3970.1591705607475,0.0694783,non cough
not_cough_353.wav,-482.31534,100.750786,-89.3666,11.576797,-29.34457,-30.720348,-30.037624,-33.30031,-1.1099881,16.792072,22.90875,24.402172,24.532948,17.342121,16.359797,2.974587,-3.3497493,-4.136265,1.258284,5.7243476,0.040618561126373624,2052.826642274156,2325.246669837786,3756.7157451923076,0.019827329,non cough
not_cough_96.wav,-213.5798,-47.940765,-34.052387,30.01264,2.5605261,17.08669,-1.0206801,12.632874,-14.743946,1.715806,-4.954833,5.847624,-9.49574,0.11436757,-2.5814404,-1.7741414,-1.2948546,-0.587748,-1.8837521,-0.818348,0.2881155303030303,9344.15542792431,4917.207125506905,14799.835759943182,0.0423433,non cough
not_cough_17.wav,-198.65544,140.74675,-41.054768,28.008972,-2.9684267,-5.437967,2.1372116,2.053942,-22.450392,-12.143713,-3.7317915,-10.434432,-18.143744,-11.505322,1.9276488,-10.016215,-8.12738,-3.3328593,-6.3989005,-12.444601,0.018747588734567902,1133.5270941036288,1726.8577647403815,1973.168041087963,0.41940498,non cough
not_cough_18.wav,-592.00525,117.01015,21.168571,19.5593,1.5219303,15.696139,2.930962,5.259668,-1.8208983,6.8638835,1.32321,3.516759,4.0845704,4.9724064,4.2027597,4.8043466,3.2327137,3.4752965,1.9407555,5.465991,0.04391199448529412,3570.7801482100685,4956.595848938702,8108.998965992647,0.0016530121,non cough
not_cough_177.wav,-418.53506,110.45399,7.0380507,36.28643,-2.133903,18.533491,4.3322525,28.82066,11.822142,-0.8697022,18.8573,4.3618207,8.497088,10.423642,1.326864,14.753564,3.9495296,-2.8721325,6.052645,3.8201432,0.019490901255767617,2406.7973460555118,3929.6410612190743,6236.996541887322,0.02471849,non cough
not_cough_193.wav,-487.39078,124.71907,-98.35901,23.795723,-0.30639547,-8.839174,17.320042,22.225428,10.257326,-4.159974,17.54317,36.713295,10.372863,-16.460524,-22.641644,-17.887314,11.047378,17.094143,0.7715877,11.176127,0.07451440653669725,2647.579367337551,2662.296691176642,4573.533812356652,0.008187485,non cough
not_cough_104.wav,-513.9877,35.244152,-11.40807,35.070408,6.808838,15.450039,7.668491,7.7861004,0.45471698,8.795448,-1.9743118,4.7501035,0.013358005,1.6327715,-0.24774064,-0.56511325,-0.676722,0.031541113,-1.6172432,-1.2915165,0.20785238576489826,6775.875826299942,5333.340920245059,13125.833129882812,0.003610591,non cough
