file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms_energy,label
cough_12.wav,-239.87416,109.415474,-65.5836,11.875499,-6.053851,-16.823153,-22.541613,-10.298955,-14.698593,-20.611176,-5.5004506,-6.010171,-15.433897,-12.700324,-6.5923047,-12.490664,-3.5611997,-4.0580254,-5.96698,-4.7073693,0.0933189392089843,3175.116864191461,2866.182801747817,5327.218191964285,0.0797467,cough
cough_375.wav,-470.3572,68.56626,-11.834297,0.91060096,-2.6570432,-2.1245632,-6.176077,-4.3480277,-5.6955795,-6.146853,-1.7846556,-0.18181092,-2.2918587,-2.4917347,-3.9844189,1.2567992,0.9230402,0.29746202,0.9872674,-2.231844,0.1053255620385021,4914.873337334819,5006.671343136019,10391.087940071202,0.018296357,cough
cough_256.wav,-346.17,141.78902,-9.857018,7.0165205,-5.689299,44.87649,1.6899558,5.7744155,-14.754751,-18.790972,4.441201,-2.6360302,-13.916456,9.351332,-6.562886,-5.75267,-1.7933562,-5.68953,4.480259,8.129731,0.0392418686224489,2391.3586251725824,3341.197397373593,5435.15625,0.042175017,cough
cough_303.wav,-218.9985,143.90129,-36.108135,-14.047837,-34.463493,-11.582147,1.155874,-7.0997567,-20.304472,-18.868145,-29.516432,-8.277349,-16.80097,-25.071882,-6.972875,-3.3345118,6.580321,-3.310713,-12.564327,-6.832377,0.060546875,2523.9424663608224,3259.129720555106,4452.955979567308,0.0790371,cough
cough_70.wav,-363.69522,91.24941,-25.268454,30.050745,1.9896978,9.283511,-6.7893176,-6.2654123,-9.060939,2.785256,5.227549,-3.5887907,2.659088,-1.4682413,1.7664053,-3.4293823,-1.5243744,-3.8871398,-2.5451267,-4.174999,0.1076674139103665,4326.864912919647,4291.118091633887,8662.532216494845,0.023857253,cough
cough_387.wav,-248.37167,101.72631,-50.34787,5.1155653,-0.9390932,14.591135,-6.8251247,-14.173912,-8.586354,-1.6914188,-9.67872,-3.386046,-1.8324502,-9.34576,-10.531301,-5.052431,-6.6055894,-9.298274,-0.49043137,-0.4139501,0.0951993238080684,3018.821132093488,2707.7508415782468,5410.730607235636,0.08639301,cough
cough_259.wav,-438.11478,149.4829,-15.143443,4.3747234,41.591637,17.485428,-13.956904,16.077143,3.581918,-8.134626,-15.612525,-13.677354,-19.920233,-4.7163224,-19.130508,-0.7908435,-13.368191,-27.768616,8.387559,3.1957464,0.0173839890813253,1482.4479561711987,2615.3534597163134,2503.299722326807,0.038857266,cough
cough_120.wav,-522.161,83.86379,-4.408739,23.350163,-12.482252,6.1735425,-10.645424,2.3487751,-7.0769835,2.58644,1.4670639,-2.5917614,3.332531,-9.078404,6.0770993,-11.17668,2.2424333,-5.7955246,-2.4025228,-2.456892,0.1580758967869718,6301.187420696197,5987.8372864312505,13132.564920774648,0.0017122092,cough
cough_328.wav,-576.6787,94.45587,28.996101,22.448347,18.261934,16.169462,12.876499,14.042726,5.7934456,2.4034631,9.806132,3.0341709,4.9871006,1.4031658,6.447779,2.1760147,2.628053,3.2708611,1.9643122,4.2775197,0.0139311763918629,2963.128593088888,5401.147789906918,7658.166111817452,0.0076899896,cough
cough_238.wav,-299.55807,103.72405,-10.43721,11.459708,-19.985508,19.391808,-7.589583,-0.4137452,-11.825457,-8.596724,-5.2626286,-3.5713506,4.975343,-5.211616,4.513288,2.0301697,-4.5480766,-0.4725679,0.6768887,0.22018881,0.0837180397727272,4034.892512255152,4640.126096390238,9243.290571732954,0.023079928,cough
