file_name,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms_energy,label
cough_12.wav,-239.87416,109.415474,-65.5836,11.875499,-6.053851,-16.823153,-22.541613,-10.298955,-14.698593,-20.611176,-5.5004506,-6.010171,-15.433897,-12.700324,-6.5923047,-12.490664,-3.5611997,-4.0580254,-5.96698,-4.7073693,0.09331893920898438,3175.1168641914614,2866.182801747817,5327.218191964285,0.0797467,cough
cough_375.wav,-470.3572,68.56626,-11.834297,0.91060096,-2.6570432,-2.1245632,-6.176077,-4.3480277,-5.6955795,-6.146853,-1.7846556,-0.18181092,-2.2918587,-2.4917347,-3.9844189,1.2567992,0.9230402,0.29746202,0.9872674,-2.231844,0.10532556203850212,4914.873337334819,5006.671343136019,10391.087940071202,0.018296357,cough
cough_256.wav,-346.17,141.78902,-9.857018,7.0165205,-5.689299,44.87649,1.6899558,5.7744155,-14.754751,-18.790972,4.441201,-2.6360302,-13.916456,9.351332,-6.562886,-5.75267,-1.7933562,-5.68953,4.480259,8.129731,0.03924186862244898,2391.3586251725824,3341.197397373593,5435.15625,0.042175017,cough
cough_303.wav,-218.9985,143.90129,-36.108135,-14.047837,-34.463493,-11.582147,1.155874,-7.0997567,-20.304472,-18.868145,-29.516432,-8.277349,-16.80097,-25.071882,-6.972875,-3.3345118,6.580321,-3.310713,-12.564327,-6.832377,0.060546875,2523.9424663608224,3259.129720555106,4452.955979567308,0.0790371,cough
cough_70.wav,-363.69522,91.24941,-25.268454,30.050745,1.9896978,9.283511,-6.7893176,-6.2654123,-9.060939,2.785256,5.227549,-3.5887907,2.659088,-1.4682413,1.7664053,-3.4293823,-1.5243744,-3.8871398,-2.5451267,-4.174999,0.10766741391036655,4326.8649129196465,4291.118091633887,8662.532216494845,0.023857253,cough
cough_387.wav,-248.37167,101.72631,-50.34787,5.1155653,-0.9390932,14.591135,-6.8251247,-14.173912,-8.586354,-1.6914188,-9.67872,-3.386046,-1.8324502,-9.34576,-10.531301,-5.052431,-6.6055894,-9.298274,-0.49043137,-0.4139501,0.09519932380806846,3018.821132093488,2707.7508415782468,5410.730607235636,0.08639301,cough
cough_259.wav,-438.11478,149.4829,-15.143443,4.3747234,41.591637,17.485428,-13.956904,16.077143,3.581918,-8.134626,-15.612525,-13.677354,-19.920233,-4.7163224,-19.130508,-0.7908435,-13.368191,-27.768616,8.387559,3.1957464,0.0173839890813253,1482.4479561711987,2615.3534597163134,2503.299722326807,0.038857266,cough
cough_120.wav,-522.161,83.86379,-4.408739,23.350163,-12.482252,6.1735425,-10.645424,2.3487751,-7.0769835,2.58644,1.4670639,-2.5917614,3.332531,-9.078404,6.0770993,-11.17668,2.2424333,-5.7955246,-2.4025228,-2.456892,0.15807589678697184,6301.187420696197,5987.8372864312505,13132.564920774648,0.0017122092,cough
cough_328.wav,-576.6787,94.45587,28.996101,22.448347,18.261934,16.169462,12.876499,14.042726,5.7934456,2.4034631,9.806132,3.0341709,4.9871006,1.4031658,6.447779,2.1760147,2.628053,3.2708611,1.9643122,4.2775197,0.013931176391862955,2963.1285930888876,5401.147789906918,7658.166111817452,0.0076899896,cough
cough_238.wav,-299.55807,103.72405,-10.43721,11.459708,-19.985508,19.391808,-7.589583,-0.4137452,-11.825457,-8.596724,-5.2626286,-3.5713506,4.975343,-5.211616,4.513288,2.0301697,-4.5480766,-0.4725679,0.6768887,0.22018881,0.08371803977272728,4034.892512255152,4640.126096390238,9243.290571732954,0.023079928,cough
cough_147.wav,-269.90817,120.87749,-35.814514,-20.366385,2.249159,-17.83025,-28.181124,-9.167029,-6.8153515,-11.438373,-2.2787335,4.5299,-1.4355301,-5.590479,-3.7997665,-1.2824248,-1.4273663,-4.366006,-4.150788,-0.18956928,0.05004418666825095,1947.3118395143433,2226.6918706723495,3079.9030492514257,0.18729955,cough
cough_276.wav,-273.01056,116.8769,-58.371494,-2.024343,20.317684,-6.211029,-2.1324873,-14.827744,-28.626709,-10.117576,-11.583509,-13.123939,-7.503576,-14.551443,-4.99831,3.8066106,-8.914958,-7.764733,3.0043495,-0.3534403,0.0706101508989726,2273.1456184597,2229.4351828894337,3865.2099609375,0.12884857,cough
cough_320.wav,-223.1222,79.608826,-30.368818,9.107552,-26.789827,23.91395,-27.63237,14.440935,-6.8843026,-25.616503,-13.274986,5.5942984,-5.205778,-6.2891655,-7.0069466,-9.488012,-8.523703,2.5411887,-4.4872565,2.1069636,0.13261144301470587,4849.406040896645,4480.291823513503,9777.024213005514,0.09244262,cough
cough_312.wav,-370.6086,50.160927,-0.3796594,6.6563845,-13.885679,12.816053,2.5290842,0.9426047,1.1732626,0.6021729,-15.730328,-7.069326,-1.8394141,-7.542617,-3.1140177,1.1452061,0.32753733,-0.7496547,2.5887403,0.10191294,0.1758373960352067,6734.058176336881,5779.598727662799,13103.510515079943,0.02560631,cough
cough_157.wav,-344.83017,101.46804,-29.213184,27.263342,9.7103,30.925491,-10.257432,9.833563,7.5174747,-6.4020967,-9.631591,6.9845743,-0.84151477,-3.5197458,-3.8010616,9.220993,-2.7788036,2.723607,-1.9341115,-0.90431714,0.09832239704176333,3323.1786750271535,3417.577728616174,6151.151822614559,0.036504034,cough
cough_374.wav,-328.54733,128.66891,-83.39055,1.3785956,-33.806984,30.374199,-8.902192,0.26278755,16.834389,-3.3613477,-11.078829,-4.0001903,6.473772,3.5104518,2.4868722,19.05951,5.8700504,-4.8199425,2.3069217,-6.259987,0.08201980590820312,2994.072511153554,2905.2418234855527,5582.651138305664,0.02850059,cough
